epoch,train_action_loss,train_no_action_loss,val_action_loss,val_no_action_loss,val_gain
0,0.0493154514326968,0.04670036136821815,0.021841178120286724,0.019256384166525833,-0.002584793953760893
1,0.015699616160638856,0.013697865630754015,0.014138327111059557,0.012434584057014643,-0.0017037430540449148
